[2023-05-22 10:21:42,705987] admin.INFO  [NULL] [f9b320c7] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/, 45.126.3.252, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:02,989316] admin.INFO  [ef9437b2] [19482ad3] [4] [LogListener:onKernelRequest:60] - PROCESS START ["admin_homepage"]  [GET, /bkadmin/, 45.126.3.252, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:02,994998] admin.INFO  [ef9437b2] [19482ad3] [4] [LogListener:onKernelController:73] - LOGIC START ["admin_homepage"]  [GET, /bkadmin/, 45.126.3.252, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:03,042039] admin.INFO  [ef9437b2] [19482ad3] [4] [LogListener:onKernelResponse:86] - LOGIC END ["admin_homepage"]  [GET, /bkadmin/, 45.126.3.252, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:03,042916] admin.INFO  [ef9437b2] [19482ad3] [4] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_homepage"]  [GET, /bkadmin/, 45.126.3.252, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:06,343723] admin.INFO  [NULL] [2f0fdc40] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/content/file_manager, 45.126.3.252, https://biken-shop-mall.com/bkadmin/, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:06,347938] admin.INFO  [ef9437b2] [2f0fdc40] [4] [LogListener:onKernelRequest:60] - PROCESS START ["admin_content_file"]  [GET, /bkadmin/content/file_manager, 45.126.3.252, https://biken-shop-mall.com/bkadmin/, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:06,354311] admin.INFO  [ef9437b2] [2f0fdc40] [4] [LogListener:onKernelController:73] - LOGIC START ["admin_content_file"]  [GET, /bkadmin/content/file_manager, 45.126.3.252, https://biken-shop-mall.com/bkadmin/, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:06,375528] admin.INFO  [ef9437b2] [2f0fdc40] [4] [LogListener:onKernelResponse:86] - LOGIC END ["admin_content_file"]  [GET, /bkadmin/content/file_manager, 45.126.3.252, https://biken-shop-mall.com/bkadmin/, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:06,376399] admin.INFO  [ef9437b2] [2f0fdc40] [4] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_content_file"]  [GET, /bkadmin/content/file_manager, 45.126.3.252, https://biken-shop-mall.com/bkadmin/, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:08,550350] admin.INFO  [NULL] [5b085747] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/content/page, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/file_manager, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:08,554153] admin.INFO  [ef9437b2] [5b085747] [4] [LogListener:onKernelRequest:60] - PROCESS START ["admin_content_page"]  [GET, /bkadmin/content/page, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/file_manager, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:08,558008] admin.INFO  [ef9437b2] [5b085747] [4] [LogListener:onKernelController:73] - LOGIC START ["admin_content_page"]  [GET, /bkadmin/content/page, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/file_manager, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:08,565950] admin.INFO  [ef9437b2] [5b085747] [4] [LogListener:onKernelResponse:86] - LOGIC END ["admin_content_page"]  [GET, /bkadmin/content/page, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/file_manager, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:08,566815] admin.INFO  [ef9437b2] [5b085747] [4] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_content_page"]  [GET, /bkadmin/content/page, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/file_manager, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:21,972116] admin.INFO  [NULL] [5cf82706] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/content/cache, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/page, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:21,976427] admin.INFO  [ef9437b2] [5cf82706] [4] [LogListener:onKernelRequest:60] - PROCESS START ["admin_content_cache"]  [GET, /bkadmin/content/cache, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/page, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:21,981390] admin.INFO  [ef9437b2] [5cf82706] [4] [LogListener:onKernelController:73] - LOGIC START ["admin_content_cache"]  [GET, /bkadmin/content/cache, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/page, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:22,019356] admin.INFO  [ef9437b2] [5cf82706] [4] [LogListener:onKernelResponse:86] - LOGIC END ["admin_content_cache"]  [GET, /bkadmin/content/cache, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/page, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:22,020273] admin.INFO  [ef9437b2] [5cf82706] [4] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_content_cache"]  [GET, /bkadmin/content/cache, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/page, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:31,176015] admin.INFO  [NULL] [3258caaf] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/store/plugin, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/cache, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:31,180511] admin.INFO  [ef9437b2] [3258caaf] [4] [LogListener:onKernelRequest:60] - PROCESS START ["admin_store_plugin"]  [GET, /bkadmin/store/plugin, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/cache, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:31,187180] admin.INFO  [ef9437b2] [3258caaf] [4] [LogListener:onKernelController:73] - LOGIC START ["admin_store_plugin"]  [GET, /bkadmin/store/plugin, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/cache, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:32,280921] admin.INFO  [ef9437b2] [3258caaf] [4] [LogListener:onKernelResponse:86] - LOGIC END ["admin_store_plugin"]  [GET, /bkadmin/store/plugin, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/cache, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:32:32,282212] admin.INFO  [ef9437b2] [3258caaf] [4] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_store_plugin"]  [GET, /bkadmin/store/plugin, 45.126.3.252, https://biken-shop-mall.com/bkadmin/content/cache, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:05,858932] admin.INFO  [NULL] [4599923e] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, 124.32.77.158, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:05,872060] admin.INFO  [6376fac1] [4599923e] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["admin_homepage"]  [GET, /bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, 124.32.77.158, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:05,872429] admin.INFO  [6376fac1] [4599923e] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_homepage"]  [GET, /bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, 124.32.77.158, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:07,378517] admin.INFO  [NULL] [1d9b3cc0] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /bkadmin/login_check, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:07,385107] admin.INFO  [c68e04a7] [1d9b3cc0] [3] [LogListener:onKernelResponse:86] - LOGIC END ["bkadmin_login_check"]  [POST, /bkadmin/login_check, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:07,385489] admin.INFO  [c68e04a7] [1d9b3cc0] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["bkadmin_login_check"]  [POST, /bkadmin/login_check, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:07,432032] admin.INFO  [NULL] [3eff1dac] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:07,437768] admin.INFO  [c68e04a7] [3eff1dac] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_homepage"]  [GET, /bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:07,442555] admin.INFO  [c68e04a7] [3eff1dac] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_homepage"]  [GET, /bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:07,478589] admin.INFO  [c68e04a7] [3eff1dac] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_homepage"]  [GET, /bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:07,479445] admin.INFO  [c68e04a7] [3eff1dac] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_homepage"]  [GET, /bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:11,491223] admin.INFO  [NULL] [a80918bd] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:11,495236] admin.INFO  [c68e04a7] [a80918bd] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_order"]  [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:11,499424] admin.INFO  [c68e04a7] [a80918bd] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_order"]  [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:11,512655] admin.INFO  [c68e04a7] [a80918bd] [3] [ReceiptPdf:onAdminReceiptIndexRender:29] - Event: Order pdf hook into the order search render start.   [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:11,512911] admin.INFO  [c68e04a7] [a80918bd] [3] [ReceiptPdf:onAdminReceiptIndexRender:45] - Event: Order pdf hook into the order search render end.   [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:11,517395] admin.INFO  [c68e04a7] [a80918bd] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_order"]  [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:11,518239] admin.INFO  [c68e04a7] [a80918bd] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_order"]  [GET, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/?fbclid=IwAR0u5s49-hG0hyVwgMvJP7qUgIIYLHppyp8rle5UsbND6lrofkE0exrp1Rg, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:13,539740] admin.INFO  [NULL] [40078c08] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:13,543556] admin.INFO  [c68e04a7] [40078c08] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:13,547621] admin.INFO  [c68e04a7] [40078c08] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:13,580366] admin.INFO  [c68e04a7] [40078c08] [3] [ReceiptPdf:onAdminReceiptIndexRender:29] - Event: Order pdf hook into the order search render start.   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:13,580588] admin.INFO  [c68e04a7] [40078c08] [3] [ReceiptPdf:onAdminReceiptIndexRender:45] - Event: Order pdf hook into the order search render end.   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:13,598131] admin.INFO  [c68e04a7] [40078c08] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:13,599832] admin.INFO  [c68e04a7] [40078c08] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:26,564585] admin.INFO  [NULL] [7d17dc8a] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:26,568688] admin.INFO  [c68e04a7] [7d17dc8a] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:26,572846] admin.INFO  [c68e04a7] [7d17dc8a] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:26,606571] admin.INFO  [c68e04a7] [7d17dc8a] [3] [ReceiptPdf:onAdminReceiptIndexRender:29] - Event: Order pdf hook into the order search render start.   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:26,606813] admin.INFO  [c68e04a7] [7d17dc8a] [3] [ReceiptPdf:onAdminReceiptIndexRender:45] - Event: Order pdf hook into the order search render end.   [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:26,611285] admin.INFO  [c68e04a7] [7d17dc8a] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:26,612672] admin.INFO  [c68e04a7] [7d17dc8a] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_order"]  [POST, /bkadmin/order, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:35,453245] admin.INFO  [NULL] [9ea068c0] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:35,457436] admin.INFO  [c68e04a7] [9ea068c0] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_product"]  [GET, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:35,464820] admin.INFO  [c68e04a7] [9ea068c0] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_product"]  [GET, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:35,480054] admin.INFO  [c68e04a7] [9ea068c0] [3] [LogListener:onKernelResponse:86] - LOGIC END ["admin_product"]  [GET, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:35,480939] admin.INFO  [c68e04a7] [9ea068c0] [3] [LogListener:onKernelTerminate:95] - PROCESS END ["admin_product"]  [GET, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/order, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:37,066880] admin.INFO  [NULL] [0f06458f] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:37,071063] admin.INFO  [c68e04a7] [0f06458f] [3] [LogListener:onKernelRequest:60] - PROCESS START ["admin_product"]  [POST, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
[2023-05-22 18:39:37,075081] admin.INFO  [c68e04a7] [0f06458f] [3] [LogListener:onKernelController:73] - LOGIC START ["admin_product"]  [POST, /bkadmin/product, 124.32.77.158, https://biken-shop-mall.com/bkadmin/product, Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36]
