[2023-05-18 00:12:29,376465] eccube.INFO  [NULL] [c290041f] [NULL] [RouterListener:onKernelRequest:148] - Matched route "product_detail". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ProductController::detail","id":"63","_route":"product_detail"},"request_uri":"https://biken-shop-mall.com/products/detail/63"}  [GET, /products/detail/63, 147.92.179.106, NULL, facebookexternalhit/1.1;line-poker/1.0]
[2023-05-18 08:51:06,976442] eccube.INFO  [db877c58] [c97e8ff2] [573] [LogListener:logResponse:96] - < 200   [GET, /cart, 153.137.8.12, https://biken-shop-mall.com/products/detail/20, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:13,912431] eccube.INFO  [NULL] [a886971e] [NULL] [RouterListener:onKernelRequest:148] - Matched route "cart_buystep". {"route_parameters":{"_controller":"\\Eccube\\Controller\\CartController::buystep","_route":"cart_buystep"},"request_uri":"https://biken-shop-mall.com/cart/buystep"}  [GET, /cart/buystep, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:13,920641] eccube.INFO  [db877c58] [a886971e] [573] [LogListener:logRequest:83] - > GET /cart/buystep   [GET, /cart/buystep, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:13,944519] eccube.INFO  [db877c58] [a886971e] [573] [LogListener:logResponse:94] - < 302 https://biken-shop-mall.com/shopping   [GET, /cart/buystep, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:14,077400] eccube.INFO  [NULL] [df94284c] [NULL] [RouterListener:onKernelRequest:148] - Matched route "shopping". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ShoppingController::index","_route":"shopping"},"request_uri":"https://biken-shop-mall.com/shopping"}  [GET, /shopping, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:14,085361] eccube.INFO  [db877c58] [df94284c] [573] [LogListener:logRequest:83] - > GET /shopping   [GET, /shopping, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:14,114567] eccube.INFO  [db877c58] [df94284c] [573] [LogListener:logResponse:94] - < 302 https://biken-shop-mall.com/shopping/login   [GET, /shopping, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:14,280041] eccube.INFO  [NULL] [2dfc1631] [NULL] [RouterListener:onKernelRequest:148] - Matched route "shopping_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ShoppingController::login","_route":"shopping_login"},"request_uri":"https://biken-shop-mall.com/shopping/login"}  [GET, /shopping/login, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:14,287402] eccube.INFO  [db877c58] [2dfc1631] [573] [LogListener:logRequest:83] - > GET /shopping/login   [GET, /shopping/login, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:14,315816] eccube.INFO  [db877c58] [2dfc1631] [573] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"https://biken-shop-mall.com/block/cart"}  [GET, /shopping/login, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:14,316657] eccube.INFO  [db877c58] [2dfc1631] [573] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"https://biken-shop-mall.com/block/search_product"}  [GET, /shopping/login, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:14,320055] eccube.INFO  [db877c58] [2dfc1631] [573] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"https://biken-shop-mall.com/block/login"}  [GET, /shopping/login, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:14,321022] eccube.INFO  [db877c58] [2dfc1631] [573] [LogListener:logResponse:96] - < 200   [GET, /shopping/login, 153.137.8.12, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:21,634843] eccube.INFO  [NULL] [d4c4ab90] [NULL] [RouterListener:onKernelRequest:148] - Matched route "login_check". {"route_parameters":{"_controller":null,"_route":"login_check"},"request_uri":"https://biken-shop-mall.com/login_check"}  [POST, /login_check, 153.137.8.12, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:21,643682] eccube.INFO  [be5208d1] [d4c4ab90] [573] [AbstractAuthenticationListener:onSuccess:206] - User has been authenticated successfully. {"username":"chill_msk@i.softbank.jp"}  [POST, /login_check, 153.137.8.12, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:21,644395] eccube.INFO  [be5208d1] [d4c4ab90] [573] [LogListener:logResponse:94] - < 302 https://biken-shop-mall.com/shopping   [POST, /login_check, 153.137.8.12, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:21,703436] eccube.INFO  [NULL] [7c54779a] [NULL] [RouterListener:onKernelRequest:148] - Matched route "shopping". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ShoppingController::index","_route":"shopping"},"request_uri":"https://biken-shop-mall.com/shopping"}  [GET, /shopping, 153.137.8.12, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:21,710806] eccube.INFO  [be5208d1] [7c54779a] [573] [LogListener:logRequest:83] - > GET /shopping   [GET, /shopping, 153.137.8.12, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:21,796324] eccube.INFO  [be5208d1] [7c54779a] [573] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"https://biken-shop-mall.com/block/cart"}  [GET, /shopping, 153.137.8.12, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:21,797581] eccube.INFO  [be5208d1] [7c54779a] [573] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"https://biken-shop-mall.com/block/search_product"}  [GET, /shopping, 153.137.8.12, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:21,801399] eccube.INFO  [be5208d1] [7c54779a] [573] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"https://biken-shop-mall.com/block/login"}  [GET, /shopping, 153.137.8.12, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 08:51:21,828602] eccube.INFO  [be5208d1] [7c54779a] [573] [LogListener:logResponse:96] - < 200   [GET, /shopping, 153.137.8.12, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:09:00,474524] eccube.INFO  [NULL] [d040c97d] [NULL] [RouterListener:onKernelRequest:148] - Matched route "homepage". {"route_parameters":{"_controller":"\\Eccube\\Controller\\TopController::index","_route":"homepage"},"request_uri":"http://biken-shop-mall.com/"}  [GET, /, 54.245.43.114, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36]
[2023-05-18 09:09:00,474763] eccube.INFO  [NULL] [d040c97d] [NULL] [AnonymousAuthenticationListener:handle:60] - Populated the TokenStorage with an anonymous Token.   [GET, /, 54.245.43.114, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36]
[2023-05-18 09:09:00,475111] eccube.INFO  [d8f2b043] [d040c97d] [NULL] [LogListener:logRequest:83] - > GET /   [GET, /, 54.245.43.114, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36]
[2023-05-18 09:09:00,484454] eccube.INFO  [d8f2b043] [d040c97d] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"http://biken-shop-mall.com/block/cart"}  [GET, /, 54.245.43.114, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36]
[2023-05-18 09:09:00,485225] eccube.INFO  [d8f2b043] [d040c97d] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"http://biken-shop-mall.com/block/search_product"}  [GET, /, 54.245.43.114, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36]
[2023-05-18 09:09:00,495452] eccube.INFO  [d8f2b043] [d040c97d] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"http://biken-shop-mall.com/block/login"}  [GET, /, 54.245.43.114, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36]
[2023-05-18 09:09:00,496037] eccube.INFO  [d8f2b043] [d040c97d] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_news". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\NewsController::index","_route":"block_news"},"request_uri":"http://biken-shop-mall.com/block/news"}  [GET, /, 54.245.43.114, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36]
[2023-05-18 09:09:00,498470] eccube.INFO  [d8f2b043] [d040c97d] [NULL] [RouterListener:onKernelRequest:148] - Matched route "block_plg_shiro8_gallary_block". {"route_parameters":{"_controller":"\\Plugin\\Shiro8GallaryBlock3\\Controller\\Block\\Shiro8GallaryController::index","_route":"block_plg_shiro8_gallary_block"},"request_uri":"http://biken-shop-mall.com/block/plg_shiro8_gallary_block"}  [GET, /, 54.245.43.114, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36]
[2023-05-18 09:09:00,504571] eccube.INFO  [d8f2b043] [d040c97d] [NULL] [LogListener:logResponse:96] - < 200   [GET, /, 54.245.43.114, NULL, Mozilla/5.0 (Windows NT 10.0; Win64; x64)AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36]
[2023-05-18 09:18:53,098433] eccube.INFO  [NULL] [82a3ce35] [NULL] [RouterListener:onKernelRequest:148] - Matched route "product_detail". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ProductController::detail","id":"74","_route":"product_detail"},"request_uri":"https://biken-shop-mall.com/products/detail/74"}  [GET, /products/detail/74, 153.137.8.12, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:53,106493] eccube.INFO  [be5208d1] [82a3ce35] [573] [LogListener:logRequest:83] - > GET /products/detail/74   [GET, /products/detail/74, 153.137.8.12, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:53,128479] eccube.ERROR [be5208d1] [82a3ce35] [573] [LogListener:logException:110] - Symfony\Component\HttpKernel\Exception\NotFoundHttpException:  (uncaught exception) at /home/wp614605/biken-shop-mall.com/public_html/src/Eccube/Controller/ProductController.php line 212 {"exception":"[object] (Symfony\\Component\\HttpKernel\\Exception\\NotFoundHttpException(code: 0):  at /home/wp614605/biken-shop-mall.com/public_html/src/Eccube/Controller/ProductController.php:212)"}  [GET, /products/detail/74, 153.137.8.12, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:53,129532] eccube.INFO  [be5208d1] [82a3ce35] [573] [LogListener:logResponse:96] - < 404   [GET, /products/detail/74, 153.137.8.12, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:54,071771] eccube.INFO  [NULL] [d4831031] [NULL] [RouterListener:onKernelRequest:148] - Matched route "homepage". {"route_parameters":{"_controller":"\\Eccube\\Controller\\TopController::index","_route":"homepage"},"request_uri":"https://biken-shop-mall.com/"}  [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:54,081135] eccube.INFO  [be5208d1] [d4831031] [573] [LogListener:logRequest:83] - > GET /   [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:54,090893] eccube.INFO  [be5208d1] [d4831031] [573] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"https://biken-shop-mall.com/block/cart"}  [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:54,110060] eccube.INFO  [be5208d1] [d4831031] [573] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"https://biken-shop-mall.com/block/search_product"}  [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:54,118340] eccube.INFO  [be5208d1] [d4831031] [573] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"https://biken-shop-mall.com/block/login"}  [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:54,118947] eccube.INFO  [be5208d1] [d4831031] [573] [RouterListener:onKernelRequest:148] - Matched route "block_news". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\NewsController::index","_route":"block_news"},"request_uri":"https://biken-shop-mall.com/block/news"}  [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:54,121442] eccube.INFO  [be5208d1] [d4831031] [573] [RouterListener:onKernelRequest:148] - Matched route "block_plg_shiro8_gallary_block". {"route_parameters":{"_controller":"\\Plugin\\Shiro8GallaryBlock3\\Controller\\Block\\Shiro8GallaryController::index","_route":"block_plg_shiro8_gallary_block"},"request_uri":"https://biken-shop-mall.com/block/plg_shiro8_gallary_block"}  [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:18:54,123801] eccube.INFO  [be5208d1] [d4831031] [573] [LogListener:logResponse:96] - < 200   [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:00,520371] eccube.INFO  [NULL] [f27b7620] [NULL] [RouterListener:onKernelRequest:148] - Matched route "product_list". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ProductController::index","_route":"product_list"},"request_uri":"https://biken-shop-mall.com/products/list?category_id=13"}  [GET, /products/list?category_id=13, 153.137.8.12, https://biken-shop-mall.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:00,527827] eccube.INFO  [be5208d1] [f27b7620] [573] [LogListener:logRequest:83] - > GET /products/list?category_id=13   [GET, /products/list?category_id=13, 153.137.8.12, https://biken-shop-mall.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:00,557202] eccube.INFO  [be5208d1] [f27b7620] [573] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"https://biken-shop-mall.com/block/cart"}  [GET, /products/list?category_id=13, 153.137.8.12, https://biken-shop-mall.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:00,566868] eccube.INFO  [be5208d1] [f27b7620] [573] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"https://biken-shop-mall.com/block/search_product"}  [GET, /products/list?category_id=13, 153.137.8.12, https://biken-shop-mall.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:00,568751] eccube.INFO  [be5208d1] [f27b7620] [573] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"https://biken-shop-mall.com/block/login"}  [GET, /products/list?category_id=13, 153.137.8.12, https://biken-shop-mall.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:00,569902] eccube.INFO  [be5208d1] [f27b7620] [573] [LogListener:logResponse:96] - < 200   [GET, /products/list?category_id=13, 153.137.8.12, https://biken-shop-mall.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:03,934890] eccube.INFO  [NULL] [aa40508f] [NULL] [RouterListener:onKernelRequest:148] - Matched route "product_detail". {"route_parameters":{"_controller":"\\Eccube\\Controller\\ProductController::detail","id":"74","_route":"product_detail"},"request_uri":"https://biken-shop-mall.com/products/detail/74"}  [GET, /products/detail/74, 153.137.8.12, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:03,944204] eccube.INFO  [be5208d1] [aa40508f] [573] [LogListener:logRequest:83] - > GET /products/detail/74   [GET, /products/detail/74, 153.137.8.12, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:03,971092] eccube.ERROR [be5208d1] [aa40508f] [573] [LogListener:logException:110] - Symfony\Component\HttpKernel\Exception\NotFoundHttpException:  (uncaught exception) at /home/wp614605/biken-shop-mall.com/public_html/src/Eccube/Controller/ProductController.php line 212 {"exception":"[object] (Symfony\\Component\\HttpKernel\\Exception\\NotFoundHttpException(code: 0):  at /home/wp614605/biken-shop-mall.com/public_html/src/Eccube/Controller/ProductController.php:212)"}  [GET, /products/detail/74, 153.137.8.12, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:03,972112] eccube.INFO  [be5208d1] [aa40508f] [573] [LogListener:logResponse:96] - < 404   [GET, /products/detail/74, 153.137.8.12, NULL, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:04,824777] eccube.INFO  [NULL] [b84e23c6] [NULL] [RouterListener:onKernelRequest:148] - Matched route "homepage". {"route_parameters":{"_controller":"\\Eccube\\Controller\\TopController::index","_route":"homepage"},"request_uri":"https://biken-shop-mall.com/"}  [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:04,833323] eccube.INFO  [be5208d1] [b84e23c6] [573] [LogListener:logRequest:83] - > GET /   [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:04,842285] eccube.INFO  [be5208d1] [b84e23c6] [573] [RouterListener:onKernelRequest:148] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"https://biken-shop-mall.com/block/cart"}  [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:04,866652] eccube.INFO  [be5208d1] [b84e23c6] [573] [RouterListener:onKernelRequest:148] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"https://biken-shop-mall.com/block/search_product"}  [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-18 09:19:04,877349] eccube.INFO  [be5208d1] [b84e23c6] [573] [RouterListener:onKernelRequest:148] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"https://biken-shop-mall.com/block/login"}  [GET, /, 153.137.8.12, https://biken-shop-mall.com/products/detail/74, Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
