[2023-05-01 00:34:40,399246] front.INFO  [NULL] [3b670b03] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /mypage/login, 147.92.153.2, NULL, Mozilla/5.0 (compatible; Linespider/1.1; +https://lin.ee/4dwXkTH)]
[2023-05-01 07:09:50,759609] front.INFO  [5bdc2f17] [7d05a45d] [NULL] [ProductController:detail:270] - カート追加処理開始 {"product_id":70,"product_class_id":"78","quantity":1}  [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:50,763866] front.INFO  [5bdc2f17] [7d05a45d] [NULL] [ProductController:detail:279] - カート追加処理完了 {"product_id":70,"product_class_id":"78","quantity":1}  [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:50,764256] front.INFO  [5bdc2f17] [7d05a45d] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_detail"]  [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:50,764773] front.INFO  [5bdc2f17] [7d05a45d] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:50,843948] front.INFO  [NULL] [8563a457] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /cart, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:50,844467] front.INFO  [5bdc2f17] [8563a457] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["cart"]  [GET, /cart, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:50,852023] front.INFO  [5bdc2f17] [8563a457] [NULL] [LogListener:onKernelController:73] - LOGIC START ["cart"]  [GET, /cart, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:50,878637] front.INFO  [5bdc2f17] [8563a457] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["cart"]  [GET, /cart, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:50,879268] front.INFO  [5bdc2f17] [8563a457] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["cart"]  [GET, /cart, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,493880] front.INFO  [NULL] [6350a206] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /cart/down/78, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,494490] front.INFO  [5bdc2f17] [6350a206] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["cart_down"]  [POST, /cart/down/78, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,502959] front.INFO  [5bdc2f17] [6350a206] [NULL] [LogListener:onKernelController:73] - LOGIC START ["cart_down"]  [POST, /cart/down/78, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,503088] front.INFO  [5bdc2f17] [6350a206] [NULL] [CartController:down:261] - カート減算処理開始 {"product_class_id":"78"}  [POST, /cart/down/78, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,522917] front.INFO  [5bdc2f17] [6350a206] [NULL] [CartController:down:279] - カート減算処理完了 {"product_class_id":"78"}  [POST, /cart/down/78, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,523303] front.INFO  [5bdc2f17] [6350a206] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["cart_down"]  [POST, /cart/down/78, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,523808] front.INFO  [5bdc2f17] [6350a206] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["cart_down"]  [POST, /cart/down/78, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,603007] front.INFO  [NULL] [c3d4f93a] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /cart, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,603459] front.INFO  [5bdc2f17] [c3d4f93a] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["cart"]  [GET, /cart, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,611047] front.INFO  [5bdc2f17] [c3d4f93a] [NULL] [LogListener:onKernelController:73] - LOGIC START ["cart"]  [GET, /cart, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,640224] front.INFO  [5bdc2f17] [c3d4f93a] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["cart"]  [GET, /cart, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:54,640926] front.INFO  [5bdc2f17] [c3d4f93a] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["cart"]  [GET, /cart, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,130051] front.INFO  [NULL] [6efe6a37] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /cart/buystep, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,130583] front.INFO  [5bdc2f17] [6efe6a37] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["cart_buystep"]  [GET, /cart/buystep, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,137645] front.INFO  [5bdc2f17] [6efe6a37] [NULL] [LogListener:onKernelController:73] - LOGIC START ["cart_buystep"]  [GET, /cart/buystep, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,150804] front.INFO  [5bdc2f17] [6efe6a37] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["cart_buystep"]  [GET, /cart/buystep, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,151217] front.INFO  [5bdc2f17] [6efe6a37] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["cart_buystep"]  [GET, /cart/buystep, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,225904] front.INFO  [NULL] [9addbdb9] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,226693] front.INFO  [5bdc2f17] [9addbdb9] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["shopping"]  [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,239136] front.INFO  [5bdc2f17] [9addbdb9] [NULL] [LogListener:onKernelController:73] - LOGIC START ["shopping"]  [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,257004] front.INFO  [5bdc2f17] [9addbdb9] [NULL] [ShoppingController:index:102] - 未ログインのためログイン画面にリダイレクト   [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,265776] front.INFO  [5bdc2f17] [9addbdb9] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["shopping"]  [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,266208] front.INFO  [5bdc2f17] [9addbdb9] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["shopping"]  [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,340331] front.INFO  [NULL] [49bdcbfb] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /shopping/login, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,340997] front.INFO  [5bdc2f17] [49bdcbfb] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["shopping_login"]  [GET, /shopping/login, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,348808] front.INFO  [5bdc2f17] [49bdcbfb] [NULL] [LogListener:onKernelController:73] - LOGIC START ["shopping_login"]  [GET, /shopping/login, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,376107] front.INFO  [5bdc2f17] [49bdcbfb] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["shopping_login"]  [GET, /shopping/login, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:09:59,376766] front.INFO  [5bdc2f17] [49bdcbfb] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["shopping_login"]  [GET, /shopping/login, 114.69.35.199, https://biken-shop-mall.com/cart, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:03,239243] front.INFO  [NULL] [5accc3f1] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=7&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 07:11:03,240280] front.INFO  [NULL] [5accc3f1] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=7&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 07:11:03,250521] front.INFO  [faa882d3] [5accc3f1] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=7&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 07:11:03,283874] front.INFO  [faa882d3] [5accc3f1] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=7&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 07:11:03,285293] front.INFO  [faa882d3] [5accc3f1] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=7&name=, 40.79.186.180, NULL, Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm) Chrome/103.0.5060.134 Safari/537.36]
[2023-05-01 07:11:23,610299] front.INFO  [NULL] [66b8ff00] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /login_check, 114.69.35.199, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:23,624342] front.INFO  [7c91d429] [66b8ff00] [501] [LogListener:onKernelResponse:86] - LOGIC END ["login_check"]  [POST, /login_check, 114.69.35.199, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:23,624732] front.INFO  [7c91d429] [66b8ff00] [501] [LogListener:onKernelTerminate:95] - PROCESS END ["login_check"]  [POST, /login_check, 114.69.35.199, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:23,704797] front.INFO  [NULL] [11a8c23d] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:23,712332] front.INFO  [7c91d429] [11a8c23d] [501] [LogListener:onKernelRequest:60] - PROCESS START ["shopping"]  [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:23,719719] front.INFO  [7c91d429] [11a8c23d] [501] [LogListener:onKernelController:73] - LOGIC START ["shopping"]  [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:23,778638] front.INFO  [7c91d429] [11a8c23d] [501] [Event:onRenderShoppingIndex:64] - Coupon trigger onRenderShoppingIndex start   [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:23,782399] front.INFO  [7c91d429] [11a8c23d] [501] [Event:onRenderShoppingIndex:111] - Coupon trigger onRenderShoppingIndex finish   [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:24,553465] front.INFO  [7c91d429] [11a8c23d] [501] [LogListener:onKernelResponse:86] - LOGIC END ["shopping"]  [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:24,554547] front.INFO  [7c91d429] [11a8c23d] [501] [LogListener:onKernelTerminate:95] - PROCESS END ["shopping"]  [GET, /shopping, 114.69.35.199, https://biken-shop-mall.com/shopping/login, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:37,962313] front.INFO  [NULL] [ec637cbd] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /plugin/coupon/shopping/shopping_coupon, 114.69.35.199, https://biken-shop-mall.com/shopping, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:37,970568] front.INFO  [7c91d429] [ec637cbd] [501] [LogListener:onKernelRequest:60] - PROCESS START ["plugin_coupon_shopping"]  [GET, /plugin/coupon/shopping/shopping_coupon, 114.69.35.199, https://biken-shop-mall.com/shopping, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:37,979765] front.INFO  [7c91d429] [ec637cbd] [501] [LogListener:onKernelController:73] - LOGIC START ["plugin_coupon_shopping"]  [GET, /plugin/coupon/shopping/shopping_coupon, 114.69.35.199, https://biken-shop-mall.com/shopping, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:38,017635] front.INFO  [7c91d429] [ec637cbd] [501] [LogListener:onKernelResponse:86] - LOGIC END ["plugin_coupon_shopping"]  [GET, /plugin/coupon/shopping/shopping_coupon, 114.69.35.199, https://biken-shop-mall.com/shopping, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:11:38,018430] front.INFO  [7c91d429] [ec637cbd] [501] [LogListener:onKernelTerminate:95] - PROCESS END ["plugin_coupon_shopping"]  [GET, /plugin/coupon/shopping/shopping_coupon, 114.69.35.199, https://biken-shop-mall.com/shopping, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:15,034354] front.INFO  [NULL] [9f451801] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/detail/70, 114.69.35.199, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:15,042235] front.INFO  [7c91d429] [9f451801] [501] [LogListener:onKernelRequest:60] - PROCESS START ["product_detail"]  [GET, /products/detail/70, 114.69.35.199, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:15,049619] front.INFO  [7c91d429] [9f451801] [501] [LogListener:onKernelController:73] - LOGIC START ["product_detail"]  [GET, /products/detail/70, 114.69.35.199, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:15,078127] front.INFO  [7c91d429] [9f451801] [501] [LogListener:onKernelResponse:86] - LOGIC END ["product_detail"]  [GET, /products/detail/70, 114.69.35.199, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:15,078826] front.INFO  [7c91d429] [9f451801] [501] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [GET, /products/detail/70, 114.69.35.199, https://kuninaga.hp.peraichi.com/, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:18,824399] front.INFO  [NULL] [e672c826] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:18,832032] front.INFO  [7c91d429] [e672c826] [501] [LogListener:onKernelRequest:60] - PROCESS START ["product_detail"]  [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:18,839280] front.INFO  [7c91d429] [e672c826] [501] [LogListener:onKernelController:73] - LOGIC START ["product_detail"]  [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:18,858580] front.INFO  [7c91d429] [e672c826] [501] [ProductController:detail:270] - カート追加処理開始 {"product_id":70,"product_class_id":"78","quantity":1}  [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:18,862673] front.INFO  [7c91d429] [e672c826] [501] [ProductController:detail:279] - カート追加処理完了 {"product_id":70,"product_class_id":"78","quantity":1}  [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:18,863050] front.INFO  [7c91d429] [e672c826] [501] [LogListener:onKernelResponse:86] - LOGIC END ["product_detail"]  [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
[2023-05-01 07:12:18,863527] front.INFO  [7c91d429] [e672c826] [501] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [POST, /products/detail/70?, 114.69.35.199, https://biken-shop-mall.com/products/detail/70, Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/13.6.1]
